id	label	text
770162951571603456	N	@Fourty35   Es este chisme, que no expresa los matices. No era la idea el elemento cortante.  
770161501370015744	N	Venga va hasta luego, solo he dormido 3 horas 
770161397665767424	NEU	@Ronronia @MsLectora Uf, los freudianos! Vinieron a tomar café el miércoles y aquí los tengo aún,  acampados en el pasillo  Bon dia 
770160286699491330	P	Un vibrador que nos estudia...se adapta a nuestras necesidades. Lo mejor del #Verano este #juguete inteligente   https://t.co/VLgBuWnYX7
770159562490015744	N	@carlachan Ja ja, hay gente muy cansina, sobre todo a partir de cierta edad, paciencia... 
770159312580800512	NEU	@emedemo holaaaa de origen vegetal  nunca nunca nunca de origen animal, buen día 
770146996254547968	NEU	@gilthoniel_1987 Si estoy trabajando 😭, con vistas eso sí. Buenos días!! 
770142637852688384	NONE	@eenriquelopez era por troleaer, usar store data  valdría auqn tampoco sería preciso. #troll
770208850788093953	N	oir a @KNekro  y a @G4G_Revenant que haran directos del wow pero no se acuerdan que el server lo mas seguro ni que vaya  jaja 
770183418189668356	NEU	@ElnAlfaro Sí. En realidad no pensaba q fueran a recortar tanto. La querencia es mutua 
770198030708510721	P	@lococamionero @pnique no, si pagar le pagaba bien, tranquilo 
770212600881766400	P	lo mejor de to es que me examino justo el dia de mi cumple pero bueno la vida 
770739469502865408	N	@alejandrosanmo @luisalisferrer Hay una historia escrita donde salen las mujeres, pero no es tan popular ni se estudia en las escuelas 
770752938147012608	P	@Valenciazombi Genial! muchas gracias. Mi fanpage de FaceBook sigue activa también, aunque yo no entre 
770752263111446528	P	2. Si. Eres mi crush máximo aunque te considere de mis mejores amigos 
770752206098272256	NEU	Digo yo que tengo mala memoria y mi vecino se ha tatuado el nombre de su mujer 
770737973759447040	P	@enriccortinhas Mil gracias por compartir Enric! Feliz noche 
770737743999668225	P	@BrokenCr0ss_ Eres mi emo fav. Lo de emo es coña se que no lo eres. Quiero verte. Cantas muy bien maldito. 
770769659683545088	N	@IleniaGarcia @LauraHerreraCb @Caro96lina @LaraRMartin HAHAHAHHA MMM NOS VAMOS EN 2 semanas y no tenemos ni hotel Pa la primera noche 😂😂😂 
770768269292822529	N	@YumaRuchi sigue mejor que mi pelorizo  FeelsBadMan
770767938991353856	NEU	Limo sadboy de mierda la vida es maravillosa 
770734183169789952	N	@marcasgz ufff ni te imaginas, y claro encima dándome golpes en la cabeza por mi sentido del humor 
770733650501566464	P	Aquí tenéis el segundo vídeo del día  14 días para tener PES 2017 y la demo de FIFA 17!! WUOUUOO   https://t.co/8hh6Fu6kRB
770771380975591424	N	en verdad me duele la vida recordar este momento porque fue tan bonito 
770770970596483072	N	@CharlieSkelter ehhhhhhh ese no he sido yo, y lo digo muy en serio  hasta los cojones de que me roben mi puto identidad.
770770961494863873	N	Que mal rollo da dormir sola diariamente en casa 
770770776060559361	NEU	Lo que ma el ser optimista que hay en mi (qUE LO HAY AUNQUE SEA MINÚSCULO) Lo que meno el hecho de no confiar  https://t.co/OafLkK91G2
770637346450661376	P	Bueno ya tengo unos links guardados para el summer finale de pll  Espero que me funcionen hmm...
770636899971108864	N	@Pedroner Pues deja de hacer en pervertido y de viciar y haz algo por tu vida 
770722093860327424	NEU	Dicen que Twitch va mal hoy, pero aún así os pondré stream en 20 mins 
770704491117150208	P	@jjsaenzde A mí me haces un favor, encantado  @srtagalicia
770703890220212225	NEU	@arturocaracuel @javifontalba @joaquinito71 @desmarquemalaga el.partido estaba pa Lugano 
770705925149696000	P	@manueljorgegh @RLloria gracias  feliz noche a ambos!
770705705523351553	NONE	Necesito dos rodamientos, Marcos mañana traemelos porfa 
770702799470489601	NEU	@lantoli podemos usar el término.equipo pepino 
770702414852882432	NEU	@GermanDZ @jmbeas @CarlosTheSailor @penguinjournals Yo creo que el consumo cerebral es inversamente proporcional a su uso 
770701854661611520	N	Tengo poco dinero y poco nivel (nivel 6 bitches). Así que nada de historia, farmear y contratos a muerte 
770700832329302016	NONE	@ranoeldelbar @HacheFilardi @Noel_PI Claro claro! Buscamos justo los otros 
770700614208786432	NEU	@mividaaburrida @juanpabloraba por dios que guapo sale, que pena que en españa supongo que no saldrá 
770698967474696193	P	@Soukron si mi salón de 25m pasará a ser de 50… igual si, pero para mí caso ahora mismo, ideal 
770726042315161601	P	¡Eh @rccelta_oficial, #GuidettiNoSeVende!   Pero entre nosotros... Si lo vendéis, mandarlo para Valencia eh  #AmuntValencia #HalaCelta
770725676798410752	P	@ricki33_ me quedo con la tónic ya sabes que soy un clásico 
770725552944742401	NEU	@whoscabello Es que es verdad, prefiero mil veces que estea sana que ir a verla al concierto y que se encuentre mal 
770639468650954752	N	@LaQueSoySiempre @ealbaga Por desgracia vende más  ,riñas,trifulcas,peleas,al cuello!! mátalo!!
770624050259451904	N	@SoRaRaP eso sería más propio de ellos, yo no me ensucio las manos con personas dependientes 
770644810118168576	N	@LaQueSoySiempre Te comprendo,dominar y anular como haces tú conmigo al HABLARME en voz ALTA,ok 
770641472580415488	P	@GemitaKbyos ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el premio 
770641328283811840	P	@AitanaZD ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el premio 
770678209381892097	NEU	@Noel_PI habrá, pero no conozco y tb habrá mucha etimología popular falsa... El Wiktionary para mirar uno por uno va bastante bien 
770677317895094273	P	@xladyoflight claro que sí, París merece mil visitas 
770654500306690048	P	.@FestivalGigante vamos a estar desde primera hora viendo a @GoleYaika y @SonogramaGrupo pero son bienvenidas alternativas emergentes! 
770654319213436929	N	@Safreeoficial y pfff...tambien la gente me caia genial..y me da muchisima pena 
770680542522183680	P	La persona vale para algo. Otra cosa es que no te creas lo maravilloso y ese arte que puedes desplegar..fingelo hasta que se exprese. 
770680162115588096	P	@pmklose Le conocí en 2011, me pareció inteligente, respetuoso y respetable, pero combativo, si... 
770687795396509696	N	@cartoblasto @mrobaina @uby77 no seas malo  se pide sobre PIB  déficit 4% es 40.000 millones gastados + que ingresados jaja
770687689020600321	P	@AliceDesuDesu Legion>Novia? Lo bonito es Legión + novia en el pack  asi juegas con ella.
770624610798858240	N	@RaulVCF__ ya y asi se va a quedar hasta que encuentre una de villa nueva en calidad 
770684236533796864	NEU	Doght es amable,Doght es cariñoso,todos quieren un Doght,disponibles,en ninguna parte 
770683204047175680	N	@albertbru una especie de Titanic pero en versión cutre no? 
770689773040173056	NONE	15. No me gusta el término   16. Meh  17. Depende de qué 18. No  19 Un perrete prechiocho  20. No 21. No 22. El año pasado
770689436459921408	NONE	@maaryamxd le doy a me gusta como fuera Rt ya que tu cuenta es privada,vale? 
770689209095098368	N	@xtrelok pero del practico ya? No me dijiste que hacías prácticas. 
770707842886164485	P	@jimena9011 @JM_VelascoG muchas gracias! feliz noche a ambos 
770707710765588481	NONE	@SiMeLaTarareas @HacheFilardi @Noel_PI sí, los epónimos!  como "rebeca" también 
770710633037824000	NEU	@magoangelESP mago dejaras el vídeo subido en youtube, es que ahora no lo puedo ver 
770682589455773696	N	@BorjaCastejon Llévales bibliografía! La evidencia en educación médica existe 
770710821513158656	P	Si papá vas a regalar mi piano, tranquilo que te dejo, no te preocupes 
770657940365778944	N	@ShiyuuTeikoku @__Frostmourne__ y ojo no les nombres el HSM que se ponen todo dignos 
770657834749034496	N	Me retuitea gente que no conozco y sus amigos no tiene los mensajes abiertos y no sé que haser 
770657192357789696	P	@esther_trota Espero que te guste  Escocia es precioso!
770720098789261312	N	@lonchbox @ipatri @Joan_Artes @martasimonet @malabache @YouTube el dulce de leche hizo mucho daño 
770719897940848640	N	@Aitorek @ArvenLoL yo ya en eso no me meto  sacar las cosas de contexto y llevarlas a tu terreno es algo diferente
770718625875591176	P	@_rvng En Castalla (Alicante) muy oportunamente, a primeros de mes celebran sus fiestas de Moros i Cristians i todos están de fiesta! 
770717939175723008	P	@MonicaRuedats gracias, Mónica! feliz noche, guapa 
770717151120465920	P	Encantado @juanl_cruz  estás siempre bienvenido. Espero visitaros en Málaga antes 
770754988939370496	N	@Maleski ¿Y a tu agente del CNI no le deseas buena noche? Pobre. 
770720434941820928	P	@AngryCharlio ostia... jugaba a uno de los primeros en la SNES en japonés!! Y lo jodido es que lo acabé  Me encantaban estos juegos!
770713182533025793	N	@Pablogorrito @Yulian_Poe Vale me san confundio los oido  hacía mucho que no escuchaba el cara al sol JAJAJA
770712312693030912	N	@Suli22 ni siquiera llegué para ver las competiciones de Río en directo, solo las barras asimétricas de Aliya 
770714136904863745	NONE	@ialcazar @CarlosTheSailor @kinisoftware @tolivern Ah! No se, yo uso sickrage que no entiende de divisiones 
770715715003355136	P	@Pablogorrito @Pablo_VzP No sabe a mierda, está muy buena 
770715234642329600	P	@Tokpelotas @Carlbozal +1 y coincido, no imaginaba que el 4k se notaría tanto a esas distancias. Pensando en pasar a Netflix UHD 
770711670809300993	N	@BornToBeJuan lo siento Juan ya sabes que soy hetero 
770711642971734016	NONE	@thorelvasco @PabloGenis yo no me tiro pedos soy un princeso 
770711406857555969	N	Mi móvil no me deja abrir los grupos y tengo unos 600 mensajes así de regalo 
770656648834801668	P	@GinaSieben Pues sí, es precioso como bien puedes ver en el vídeo 
770667983236636672	NEU	@mtscano veo ahora mismo más fácil el sí del PNV mañana, ha dejado clarito lo que piensa del diálogo aquí 
770667505425780736	P	@johnny21es Bueno, me piro a la piscina , que hace un día estupendo 
770670451899133956	NEU	@aparachiqui @kikollan tu suma a una semana de verte abocado a elecciones 
770670356612939780	N	Isco con Juande no seria titular y lo sabeis... al mister le van mas los Tissones... 
770627505854226432	N	Esto de salir a en punto de casa, y que el bus tarde 10 min en llegar, y vaya muuuuuuy tranquilo no me gusta. Eh? 
770670090345938944	NONE	@offerrall @DarksDiego997 se puede hacer directo desde la ps4 sin capturadora 
770669297488302080	N	Me meo con las voces españolas  encima pronuncian Raven como /raiven/ en vez de /reiven/.
770673904335646720	NONE	@Noel_PI Y Noel significa Navideño, pedo también lo asumimos. Pero alguien lo tuvo que poner por primera vez 
770693990895194112	N	tengo muchas ganas de mimitos, y sabia que pasaria y ahora pos  a ser fuerte o algo
770666914523774977	N	la verdadera eriichii me hubiera dado besitos SO MARRANA 
770666893116145664	NEU	@hectorboigues ay, pues gracias...  Al menos tú sí lo ves como algo ingenioso... Ayer me dijeron que tenía un insufrible sarcasmo ácido 
770696022439890944	NONE	@Nadieelosabe Vale vuelvo a preguntar. No sabia no que te siguiera 
770695708399796224	P	@SEGAFORLIFE es la feria de mi tierra  Solo espero que sea un éxito y ser un gran anfitrión 
770629639295434752	P	@HCFanego @almoregan Gracias, tú también  Por cierto, vete rellenando la bodega, que el 17 estoy allí
770628475229175808	P	@mercesori @clicfox ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el descuento 
770758191365980160	NEU	@Sara_Bouvier nada, yo por lo menos cuando compré la guitarra eléctrica me salió muy parecido a sí la hubiese comprado en Thomann 
770757357513109504	P	Un poquito de Ministerio del Tiempo y a dormir, que mañana hay que hacer muchas cosas  Bona nit
770760066127495168	P	@SonrieXRIZ ya  Si algún día soy rica te llevo conmigo a verlo a donde sea, promesita 👉👈
770759439347544064	N	No, no. Ya no te quiero, me declaro soltera a partir de ahora, me has hecho daño  @carjudi6
770784389953359873	NEU	@imconnorstruck mi corazón dejó de palpitar como una papa frita cuando empezó el capítulo  #PLLSummerFinale
770661853827592195	P	Lo mejor de todo...la felicidad   felices porque pronto veremos la boda de J&P… https://t.co/RXtpPrcVe7
770646758020026368	P	@forbaltihood De nada jo a veces solo hace falta esperar y tener paciencia 
770646332184944640	N	@Haplo_Schaffer Lo mejor son sus amiguitos defendiéndole diciéndome a mí que pase página cuando es él el que no me deja en paz 
770646101653393408	N	@BubblesaurTV eso es lo peor de todo, de verdad, no se cómo no les da vergüenza, me dan ganas de llorar 
770648383098908672	N	@CheeseLena_ emberdá mis dibujos del paint son mejores 
770643261140656132	NEU	@plcido_vzquez @cultrun creo que duran más que tantos amores eternos 
770665974752243712	N	@hectorboigues a preguntas mediocres, respuestas ingeniosas...  
770665070993018881	NEU	@lorzagirl oye, que mi madre se le cortó la leche  y mirame, 1,85 XD, aunque algo enfermizo de pequeño. Ahora, lo de la leche X...
770622081922891776	NONE	Ya llegó Unidos Podemos, @Pablo_Iglesias_ y @AGarzon acaban de llegar juntos al @Congreso_Es 
770621786169958400	NEU	@ArthasSama @Holic_meri es por no destrozar tus posibilidades con la gente guapa 
770650861160828928	N	@TheFlowerGirl90 a bueno le fuistes a decir.....  quevaaa yo tengo muy poca cosa tambien ^^ 
770275229742628864	NEU	@Crisnosesae @l30n4_ tio a mi sus libros me encantaban  pero es verdad que con el mensaje se ha pasado de clasista xd
770275162415661061	N	@javier_andres @txarly fui idiota y pude comprarlas hace días. Parezco nuevo. 
770275068949700608	NONE	me he ido a la ducha y se me ha olvidado coger la ropa  ahors tengo que salir a por ella y como haya alguien en mi ventana me ve desnuda
770274624651325440	P	@Shiroychi ¡#Nunca! ^^ Lo hablaremos, lo hablaremos. ^^ Seguro que coincidimos en más de una convención. 
770274148492992512	P	@LauraCarvajal @RLloria @arturovillegasg @perezreverte @BmDulce @scardige @Laura_Chica @drcesarlozano un abrazo  es mutuo!!
770274050727931904	P	@KoiSamsa jajajaja yo creo que esa fue improvisto eh! muchas grasias hermosa!! 
770315388064239616	N	@LovNaty Tu vida ha parido a un grandisimo hijo de la gran p... , un maravilloso hombre!!. 
770315319881719808	NEU	@Javiturpeiro eso dice mucho de él... así que nada, tómate tu tiempo que cuando estés preparado, todo llegará 
770315307206471680	P	@ninivecardenas2 Te puedes creer que te iba a poner lo mismo  Te quiero mi Nini
770291852914425857	N	@Rakshasa21 Pues no disfrutarás de un Dulce suelo 
770291537481723904	N	@ISanDesign @Hobby_Consolas jaja y por que lo peor, los juegos de Ubisoft no son tan malos, lo que si es un poco malo es ser solo de Sony 
770291372272259072	NONE	¡Ya hemos contactado con los ganadores de #YosoyMTVJammingVibe! Atentos porque mañana lanzamos nuevo #concurso  https://t.co/K0xoobBiM3
770114408467095552	P	Cuando no puedo dormir, escribo todo lo que preocupa en una libreta que alguien me regaló y es como un somnífero instantáneo 
770142365927501824	N	@StealThisHills omito el *con alguien*, pensaba que estaba claro 
770140633419964416	P	@Otxu88 espero que fuera todo bien y ahora a por una gran semana 
770114952455712768	P	@CNNEE y si puedo trabajar en Madrid, Buenos Aires o Bogotá yo sería también muy feliz hihihihi 
770169656451731456	NEU	Al principio él no te gusta , pero te acaba gustando y cuando te deja lo extrañas 
770156782299865088	NONE	@tinoroso @titomartin67 @uby77 es un término coloquial, no un análisis 
770155606514728960	P	me encantaría mucho tener una buena cámara y saber como usarla a la perfección 
770166170624360448	P	@_mhiguera en cualquier caso gracias por tu "welcome back". Qué cálido ha sido 
770165342035410944	P	Han tenido buena iniciativa @AnabelCampo y encima son amigos 
770165126519525376	N	@_mhiguera me ha dicho que es "bienvenida de nuevo". Pero ya me has hecho ir allí y ya  tú sabes que no suele haber nada bueno 
770164540118016000	N	Ahora me daba yo un manguerazo a ver si se me quitaba esta cara de "hola he dormido 2 horas" 
770163887836696576	P	@JulenReal Anda que no nos hemos subido ahí tu y yo en el paseo nuevo,  en fiestas de semana grande  ... 
770459663859146752	N	@henryancat tio es que esta el librillo recien comprao der chino y me toca la polla 😂😂 vente pa casa te doy un piti 
770480174035075074	P	Janowiiiiiiiicz ole tus cojones y ole tu set y tu over!!!! No me pago las fiestas pero si algún cubata!! Buenos diiiiias mundo!! 
770541228299526144	NONE	@AlbbaBernet póntela y te das una vuelta por Málaga porfa 
770540223751225344	N	Me ha explotado un vaso en la mano, que forma tan bonita de empezar el día 
770539606387396608	N	@crypsicho Significa que nos ha resultado gracioso cómo lo has dicho. Como ya comentamos, al final en 2016 es imposible traerlos 
770539347779158016	N	@insumisiones Es asqueroso esto. Amiguitos de mi ex diciendo que normal que me pegase porque "tengo mucha mala leche."  Increíble.
770565952303951874	NONE	 alguien sabe donde puedo intercambiar photocards de exo? o-o
770564742947696640	N	AHHH Todo el mundo me manda audios y no puedo escuchar canciones tranquila 
770584408080474112	N	@Nine_Stories Somos pequeños y modestos, no podemos abarcar mucho más. 
770584357983621120	N	@GabanFK tengo las 3 ediciones originales, y bueno...no los aguanto, demasiado antiguos 
770582848885649408	P	@HijodeBilharzio Que bonita zona de entreno escogieron 
770582154040451072	NEU	@FrigoAdri yo tengo que verlo tio  jaja pero se lo merece  ya hacia tiempo que lo se merecia
770582014118559744	N	@DanteDirewolf porque cuando veía a mi hermano jugar tenía malas pulgaaas 
770581249975083008	P	@CarlosLMiranda Buen artículo Carlos , se va Lucas pero tampoco hay que dramatizar , casi me haces llorar 
770578350955978752	N	Despues de todo sigues pendiente de mi y lo sabes, pero autoengañarse is moreee easyy 
770577933660454912	P	@UniversoMujer18 ya se acabo la hora jajaja estoy expectante a ver si me ha tocado el #cubreSelFem para llevarlo a todos lados puesto 
770577763967365120	NONE	Algún alma caritativa me tiene que prestar el Pokemon  
770571007736287232	P	@lithospheric Mejor. Cuando pagan la ESA y la NASA, al fin y al cabo pagamos todos  Que chulada!
770570843382484992	N	@RASAMA_ yo puedo cambiar de opinión, de cara es más difícil, porque vale una pasta. 
770570765821480961	N	@ivan11PG Aunque aquí precisamente ninguno de los dos pero da igual por qué me haces esto 
770569685834293248	P	@BertoValen I'm back! Aunque esté desaparecida en combate me alegro a lot de tu graduación, Dr! Mucho ánimo en el MIR! Un abrazo grande 
770575339466653696	P	@FranCartagenaCT @BurnleyOfficial @ChelseaFC Bastante, bastante. Ganitas de verlo romper la Premier. 
770571712761069568	N	@Vic_Phantomhive Nah, que soy un pringao que lleva aguantándole mucho y ya estoy cansado 
770590253937790976	N	@goetha  Ahora es Abel quien está resfriado  es lo ke tiene estar juntos todo el tiempo jajaja el curro bien? 
770590136828559360	P	@daniacal aún no, pero si estará jugable en el TGS no creo que tarde demasiado. 
770590083753906176	N	Está puesta la película de "Cómo entrenar a tu dragón" en el autobús pero la pantalla está demasiado lejos y yo soy un topo. 
770561721157255168	NEU	Último dia en Elche, ahora toca Benidorm 
770576044856320000	N	@ivan11PG Aunque esto no es una lucha, estamos jodidos y punto 
770503792194453504	P	De aquí a una semana hará cuatro años que vivo en Barcelona. Creo que por el momento no se me ha dado nada mal 
770603865968353281	P	@Maquinuelo @ivansilvamatias si para ti que le vaticina al club 2 o 3 años no son malas palabras vale   
770603624028336129	NONE	@nachobartolome de hecho, Nintendo Magic fue la principal fuente de información para mis especiales biográficos de Iwata 
770599961511596034	N	tio pero cuando dawn dispara a beth y daryl la dispara a ella inmediatamente y se pone a llorar 
770599293711421440	N	@prettio_cgm bueno,  es algo..  Cuando encima no sabes porque te pasan las cosas todo es un poco peor  lo dicho, muchos ánimos 
770594679255556100	NONE	Ha ardido una caravana aparcada al lado de la playa   Fuego ya sofocado por los bomberos @… https://t.co/LgbW9ryGWy
